,Creditability,Account_Balance,Duration_of_Credit_monthly,Payment_Status_of_Previous_Credit,Purpose,Credit_Amount,Value_Savings_Stocks,Length_of_current_employment,Instalment_per_cent,Sex_Marital_Status,Guarantors,Duration_in_Current_address,Most_valuable_available_asset,Age_years,Concurrent_Credits,Type_of_apartment,No_of_Credits_at_this_Bank,Occupation,No_of_dependents,Telephone,Foreign_Worker
856,0,No Account,24,Other Credits,Used Car,3349,"[100, 500)",<1 Year,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,30,None,Owned,1,Skilled,Less than 3,Yes,No
857,0,No Account,36,Paid Up,Furniture,2302,None,"[1, 4)",Below 20%,"Male, Divorced",None,Above 7,Life Insurance,31,None,Free,1,Skilled,3 or More,No,No
858,0,No Account,42,Paid Up,Furniture,3965,None,<1 Year,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,34,None,Rented,1,Skilled,3 or More,No,No
859,0,No Account,12,Paid Up,Furniture,727,Below 100 DM,<1 Year,Below 20%,Female,None,"[4, 7)",Real Estate,33,None,Rented,1,Unskilled Permanent Resident,3 or More,Yes,No
860,0,200 DM or Above,48,Paid Up,Retraining,3914,Above 1000,"[1, 4)",Below 20%,"Male, Divorced",None,"[1, 4)",None,38,Other Banks,Rented,1,Skilled,3 or More,No,No
861,0,No Account,48,Paid Up,Retraining,4308,None,<1 Year,"[20%, 25%)","Male, Single",None,Above 7,Car,24,None,Free,1,Skilled,3 or More,No,No
862,0,None,12,Paid Up,Furniture,1534,None,<1 Year,Above 35%,Female,None,<1 Year,None,23,None,Free,1,Skilled,3 or More,No,No
863,0,200 DM or Above,18,Previous Credits Paid,Other,2775,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Car,31,Other Banks,Rented,2 or 3,Skilled,3 or More,No,No
864,0,No Account,40,Previous Credits Paid,Repair,5998,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Real Estate,27,Other Banks,Rented,1,Skilled,3 or More,Yes,No
865,0,Below 200 DM,15,Previous Credits Paid,Furniture,1271,Above 1000,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,39,None,Owned,2 or 3,Skilled,3 or More,Yes,No
866,0,None,12,Paid Up,Other,1295,None,<1 Year,"[20%, 25%)","Male, Single",None,<1 Year,Life Insurance,25,None,Free,1,Skilled,3 or More,No,No
867,0,None,36,Paid Up,New Car,9398,None,<1 Year,Above 35%,Female,None,Above 7,Life Insurance,28,None,Free,1,Executive,3 or More,Yes,No
868,0,None,12,Paid Up,Used Car,951,Below 100 DM,<1 Year,Below 20%,"Male, Single",None,Above 7,Life Insurance,27,Other Banks,Free,Above 6,Skilled,3 or More,No,No
869,0,None,24,Paid Up,Other,1355,None,<1 Year,"[20%, 25%)","Male, Single",None,Above 7,Life Insurance,25,None,Rented,1,Unskilled Permanent Resident,3 or More,Yes,No
870,0,No Account,48,Paid Up,Radio/TV,3051,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Life Insurance,54,None,Rented,1,Skilled,3 or More,No,No
871,0,200 DM or Above,36,Previous Credits Paid,Other,7855,None,"[1, 4)",Below 20%,"Male, Single",None,"[1, 4)",None,25,Dept. Store,Rented,2 or 3,Skilled,3 or More,Yes,No
872,0,200 DM or Above,18,Paid Up,Furniture,433,None,Unemployed,"[20%, 25%)","Male, Single",Co-applicant,Above 7,None,22,None,Free,1,Skilled,3 or More,No,No
873,0,200 DM or Above,36,No Problem with Current Credits,Retraining,9572,None,<1 Year,Above 35%,"Male, Divorced",None,<1 Year,Life Insurance,28,None,Rented,2 or 3,Skilled,3 or More,No,No
874,0,None,24,Other Credits,Repair,1837,None,"[4, 7)",Below 20%,"Male, Single",None,Above 7,Real Estate,34,Other Banks,Owned,1,Unskilled Permanent Resident,3 or More,No,No
875,0,None,30,Previous Credits Paid,Other,4249,None,Unemployed,Below 20%,Female,None,"[1, 4)",Life Insurance,28,None,Rented,2 or 3,Executive,3 or More,No,No
876,0,None,30,Previous Credits Paid,Other,5234,None,Unemployed,Below 20%,Female,None,"[1, 4)",Life Insurance,28,None,Rented,2 or 3,Executive,3 or More,No,No
877,0,No Account,48,Paid Up,Furniture,6758,None,"[1, 4)","[20%, 25%)","Male, Single",None,"[1, 4)",Life Insurance,31,None,Rented,1,Skilled,3 or More,Yes,No
878,0,No Account,9,Paid Up,Furniture,1366,None,<1 Year,"[20%, 25%)","Male, Single",None,Above 7,Car,22,None,Free,1,Skilled,3 or More,No,No
879,0,No Account,24,Other Credits,Business,1358,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,40,Dept. Store,Rented,1,Executive,3 or More,Yes,No
880,0,No Account,18,Paid Up,Used Car,2473,None,Unemployed,Below 20%,"Male, Married/Widowed",None,<1 Year,Life Insurance,25,None,Rented,1,"Unemployed, unskilled",3 or More,No,No
881,0,Below 200 DM,9,Delayed,Furniture,1337,None,<1 Year,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,34,None,Rented,2 or 3,Executive,3 or More,Yes,No
882,0,No Account,48,Paid Up,Other,7763,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,42,Other Banks,Owned,1,Executive,3 or More,No,No
883,0,None,15,Other Credits,Other,1264,Below 100 DM,"[1, 4)","(25%, 35%)",Female,None,"[1, 4)",Car,25,None,Free,1,Skilled,3 or More,No,No
884,0,None,15,Paid Up,Other,2631,Below 100 DM,"[1, 4)","(25%, 35%)","Male, Single",None,Above 7,Life Insurance,28,None,Free,2 or 3,Skilled,3 or More,Yes,No
885,0,None,48,Paid Up,Other,6560,Below 100 DM,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Car,24,None,Rented,1,Skilled,3 or More,No,No
886,0,No Account,24,Paid Up,Other,3123,None,<1 Year,Below 20%,"Male, Single",None,<1 Year,Car,27,None,Rented,1,Skilled,3 or More,No,No
887,0,No Account,36,Previous Credits Paid,Repair,8065,None,"[1, 4)","[20%, 25%)","Male, Single",None,"[1, 4)",Real Estate,25,None,Rented,2 or 3,Executive,3 or More,Yes,No
888,0,No Account,24,Paid Up,Furniture,2439,None,<1 Year,Below 20%,"Male, Single",None,Above 7,None,35,None,Rented,1,Skilled,3 or More,Yes,No
889,0,None,36,Paid Up,Used Car,9034,Below 100 DM,<1 Year,Below 20%,"Male, Married/Widowed",Co-applicant,<1 Year,Real Estate,29,None,Free,1,Executive,3 or More,Yes,No
890,0,None,60,Paid Up,Other,14027,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Real Estate,27,None,Rented,1,Executive,3 or More,Yes,No
891,0,No Account,36,Previous Credits Paid,New Car,9629,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,24,None,Rented,2 or 3,Skilled,3 or More,Yes,No
892,0,None,12,Paid Up,Furniture,1484,Above 1000,"[1, 4)","(25%, 35%)",Female,None,<1 Year,None,25,None,Rented,1,Skilled,3 or More,Yes,No
893,0,No Account,18,Paid Up,Used Car,1131,None,Unemployed,Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,33,None,Rented,1,Skilled,3 or More,No,No
894,0,None,24,No Problem with Current Credits,Used Car,2064,None,Unemployed,"[20%, 25%)","Male, Single",None,"[1, 4)",Car,34,None,Rented,1,Executive,3 or More,Yes,No
895,0,None,18,Paid Up,New Car,12976,None,Unemployed,"[20%, 25%)","Male, Single",None,Above 7,Real Estate,38,None,Owned,1,Executive,3 or More,Yes,No
896,0,200 DM or Above,21,No Problem with Current Credits,Retraining,2580,"[100, 500)",<1 Year,Below 20%,"Male, Married/Widowed",None,"[1, 4)",None,41,Other Banks,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
897,0,200 DM or Above,27,Paid Up,Other,2570,None,"[1, 4)","[20%, 25%)","Male, Single",None,"[4, 7)",None,21,None,Free,1,Skilled,3 or More,No,No
898,0,None,27,Paid Up,Retraining,3915,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,36,None,Rented,1,Skilled,Less than 3,Yes,No
899,0,200 DM or Above,10,Paid Up,Other,1309,Above 1000,"[1, 4)",Below 20%,"Male, Married/Widowed",Guarantor,Above 7,Car,27,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
900,0,No Account,24,Paid Up,Other,4817,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",Co-applicant,"[4, 7)",Car,31,None,Rented,1,Skilled,3 or More,Yes,No
901,0,No Account,12,Paid Up,Other,2579,None,<1 Year,Below 20%,"Male, Married/Widowed",None,<1 Year,None,33,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
902,0,None,36,No Problem with Current Credits,Other,2225,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,57,Other Banks,Owned,2 or 3,Skilled,3 or More,Yes,No
903,0,No Account,18,Paid Up,Used Car,4153,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",Co-applicant,"[4, 7)",Life Insurance,42,None,Rented,1,Skilled,3 or More,No,No
904,0,No Account,18,Delayed,Used Car,3114,None,<1 Year,Above 35%,"Male, Single",None,Above 7,Car,26,None,Free,1,Skilled,3 or More,No,No
905,0,No Account,18,Previous Credits Paid,Used Car,2124,None,"[1, 4)",Below 20%,"Male, Single",None,Above 7,None,24,None,Free,2 or 3,Skilled,3 or More,No,No
906,0,No Account,18,Other Credits,Used Car,1553,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,44,Other Banks,Rented,1,Skilled,3 or More,No,No
907,0,No Account,30,Paid Up,Used Car,2406,None,"[4, 7)",Below 20%,"Male, Single",None,Above 7,None,23,None,Free,1,Skilled,3 or More,No,No
908,0,No Account,24,No Problem with Current Credits,Other,1333,None,Unemployed,Below 20%,"Male, Married/Widowed",None,"[1, 4)",None,43,None,Owned,2 or 3,Skilled,Less than 3,No,No
909,0,No Account,48,Delayed,Used Car,7119,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,53,None,Owned,2 or 3,Skilled,Less than 3,No,No
910,0,No Account,24,No Problem with Current Credits,Other,4870,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,53,None,Owned,2 or 3,Skilled,Less than 3,No,No
911,0,No Account,12,Previous Credits Paid,Other,691,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Car,35,None,Rented,2 or 3,Skilled,3 or More,No,No
912,0,No Account,42,No Problem with Current Credits,Furniture,4370,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Car,26,Other Banks,Rented,2 or 3,Skilled,Less than 3,Yes,No
913,0,No Account,36,Other Credits,Used Car,2746,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,31,Other Banks,Rented,1,Skilled,3 or More,No,No
914,0,No Account,24,Delayed,Used Car,4110,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,23,Other Banks,Free,2 or 3,Skilled,Less than 3,No,No
915,0,No Account,18,Paid Up,Used Car,2462,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,22,None,Rented,1,Skilled,3 or More,No,No
916,0,No Account,12,Paid Up,Used Car,1282,None,"[1, 4)","(25%, 35%)","Male, Single",None,Above 7,Life Insurance,20,None,Free,1,Skilled,3 or More,No,No
917,0,None,12,Delayed,Used Car,2969,None,<1 Year,Below 20%,"Male, Single",None,"[4, 7)",Car,25,None,Free,2 or 3,Skilled,3 or More,No,No
918,0,No Account,48,Delayed,New Car,4605,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,24,None,Owned,2 or 3,Skilled,Less than 3,No,No
919,0,No Account,48,Previous Credits Paid,New Car,6331,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,46,None,Owned,2 or 3,Skilled,3 or More,Yes,No
920,0,No Account,24,Other Credits,Used Car,3552,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Life Insurance,27,Other Banks,Rented,1,Skilled,3 or More,No,No
921,0,No Account,12,Other Credits,Other,697,None,<1 Year,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,46,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
922,0,No Account,24,Paid Up,Other,1442,None,"[4, 7)",Below 20%,"Male, Single",None,Above 7,Life Insurance,23,None,Free,2 or 3,Skilled,3 or More,No,No
923,0,No Account,27,Delayed,Retraining,5293,None,Unemployed,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Car,50,None,Rented,2 or 3,Skilled,3 or More,Yes,No
924,0,No Account,21,No Problem with Current Credits,Repair,3414,None,<1 Year,"(25%, 35%)","Male, Married/Widowed",None,<1 Year,Car,26,Dept. Store,Rented,2 or 3,Skilled,3 or More,No,No
925,0,No Account,18,Paid Up,Used Car,2039,None,"[1, 4)",Above 35%,"Male, Single",None,Above 7,None,20,None,Free,1,Skilled,3 or More,No,No
926,0,No Account,24,Other Credits,Retraining,3161,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,31,Other Banks,Free,1,Skilled,3 or More,Yes,No
927,0,No Account,12,Paid Up,Vacation,902,None,"[4, 7)",Below 20%,Female,None,Above 7,Car,21,None,Free,1,Skilled,3 or More,No,No
928,0,No Account,48,Paid Up,New Car,10297,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,39,None,Owned,4 or 5,Skilled,Less than 3,Yes,No
929,0,None,48,Delayed,Retraining,14421,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,25,Dept. Store,Rented,1,Skilled,3 or More,Yes,No
930,0,None,18,Previous Credits Paid,Other,1056,None,Above 7,"[20%, 25%)","Male, Married/Widowed",Guarantor,"[4, 7)",None,30,None,Rented,2 or 3,Skilled,3 or More,No,No
931,0,No Account,12,Paid Up,Other,1274,None,<1 Year,"[20%, 25%)","Male, Single",None,<1 Year,None,37,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
932,0,None,12,Paid Up,Other,1223,None,Above 7,Above 35%,"Male, Divorced",None,<1 Year,None,46,None,Free,2 or 3,Skilled,3 or More,No,No
933,0,No Account,12,Paid Up,Other,1372,None,"[4, 7)","(25%, 35%)","Male, Divorced",None,"[4, 7)",Life Insurance,36,None,Rented,1,Skilled,3 or More,No,No
934,0,No Account,16,Previous Credits Paid,Other,2625,None,Above 7,"(25%, 35%)","Male, Married/Widowed",Guarantor,Above 7,Car,43,None,Free,1,Skilled,3 or More,Yes,Yes
935,0,No Account,20,Previous Credits Paid,Other,2235,None,"[1, 4)",Below 20%,Female,Guarantor,"[1, 4)",Car,33,Other Banks,Free,2 or 3,Skilled,3 or More,No,Yes
936,0,None,9,Paid Up,Used Car,959,None,"[1, 4)",Above 35%,"Male, Single",None,"[1, 4)",Life Insurance,29,Other Banks,Rented,1,Skilled,3 or More,No,No
937,0,None,18,Previous Credits Paid,Other,884,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,36,None,Rented,1,Skilled,Less than 3,Yes,No
938,0,None,24,Paid Up,Other,1246,None,<1 Year,Below 20%,"Male, Married/Widowed",None,"[1, 4)",None,23,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
939,0,None,36,No Problem with Current Credits,Other,8086,Below 100 DM,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Life Insurance,42,Dept. Store,Rented,Above 6,Executive,3 or More,Yes,No
940,0,200 DM or Above,48,Previous Credits Paid,Other,10127,"[100, 500)","[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Real Estate,44,None,Owned,1,Skilled,3 or More,No,No
941,0,None,12,Paid Up,Other,888,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,41,Other Banks,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
942,0,200 DM or Above,12,Paid Up,Repair,719,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,41,Other Banks,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
943,0,None,36,Paid Up,Other,12389,Above 1000,"[1, 4)",Above 35%,"Male, Married/Widowed",None,Above 7,Real Estate,37,Other Banks,Owned,1,Skilled,3 or More,Yes,No
944,0,No Account,12,Paid Up,Furniture,709,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,57,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
945,0,None,15,Other Credits,Other,6850,Below 100 DM,Unemployed,Above 35%,"Male, Married/Widowed",None,"[1, 4)",Car,34,Dept. Store,Rented,1,Executive,Less than 3,Yes,No
946,0,200 DM or Above,10,Paid Up,Used Car,2210,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",None,25,None,Free,1,Unskilled Permanent Resident,3 or More,No,No
947,0,200 DM or Above,30,Other Credits,New Car,7485,Above 1000,Unemployed,Below 20%,"Male, Single",None,<1 Year,None,53,Other Banks,Rented,1,Executive,3 or More,Yes,No
948,0,No Account,18,Other Credits,Other,1442,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,32,Other Banks,Owned,2 or 3,Unskilled Permanent Resident,Less than 3,No,No
949,0,200 DM or Above,12,Previous Credits Paid,Furniture,797,Above 1000,Above 7,Below 20%,"Male, Single",None,"[4, 7)",Car,33,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
950,0,None,45,Previous Credits Paid,Furniture,4746,None,<1 Year,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,24,Other Banks,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
951,0,Below 200 DM,12,Previous Credits Paid,Other,939,"[100, 500)","[4, 7)",Below 20%,Female,None,"[1, 4)",None,28,None,Rented,4 or 5,Skilled,3 or More,Yes,No
952,0,None,21,Paid Up,Retraining,1188,None,Above 7,"(25%, 35%)","Male, Single",None,Above 7,Car,39,None,Rented,1,Skilled,Less than 3,No,No
953,0,200 DM or Above,48,Previous Credits Paid,New Car,11590,Below 100 DM,"[1, 4)","(25%, 35%)","Male, Single",None,Above 7,Life Insurance,24,None,Free,2 or 3,Unskilled Permanent Resident,3 or More,No,No
954,0,Below 200 DM,12,Other Credits,Retraining,609,None,<1 Year,Below 20%,"Male, Single",None,<1 Year,None,26,Other Banks,Rented,1,"Unemployed, unskilled",3 or More,No,No
955,0,No Account,18,Previous Credits Paid,Appliances,1190,None,Unemployed,"(25%, 35%)","Male, Single",None,Above 7,Real Estate,55,None,Owned,4 or 5,"Unemployed, unskilled",Less than 3,No,No
956,0,None,21,Paid Up,Retraining,2767,Below 100 DM,Above 7,Below 20%,"Male, Divorced",None,"[1, 4)",Life Insurance,61,None,Free,2 or 3,Unskilled Permanent Resident,3 or More,No,No
957,0,None,30,Paid Up,Used Car,3441,Below 100 DM,"[1, 4)","(25%, 35%)","Male, Single",Co-applicant,Above 7,Life Insurance,21,Other Banks,Free,1,Skilled,3 or More,No,No
958,0,None,30,Delayed,Retraining,4280,Below 100 DM,"[1, 4)",Below 20%,"Male, Single",None,Above 7,Life Insurance,26,None,Free,2 or 3,Unskilled Permanent Resident,3 or More,No,No
959,0,None,24,Paid Up,Furniture,3092,Below 100 DM,<1 Year,"[20%, 25%)",Female,None,"[1, 4)",Life Insurance,22,None,Free,1,Skilled,3 or More,Yes,No
960,0,200 DM or Above,18,Paid Up,Other,6761,Above 1000,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,Above 7,Life Insurance,68,Dept. Store,Free,2 or 3,Skilled,3 or More,No,No
961,0,None,12,Paid Up,Furniture,1331,None,<1 Year,"(25%, 35%)","Male, Married/Widowed",None,<1 Year,Life Insurance,22,None,Rented,1,Skilled,3 or More,No,No
962,0,None,54,Delayed,Retraining,15945,None,<1 Year,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,58,None,Free,1,Skilled,3 or More,Yes,No
963,0,No Account,24,Paid Up,Used Car,3234,None,<1 Year,Below 20%,"Male, Single",None,Above 7,None,23,None,Free,1,Unskilled Permanent Resident,3 or More,Yes,No
964,0,None,15,Paid Up,Furniture,802,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,37,None,Rented,1,Skilled,Less than 3,No,No
965,0,None,48,Paid Up,Used Car,9960,None,<1 Year,Above 35%,"Male, Single",None,"[1, 4)",Life Insurance,26,Other Banks,Rented,1,Skilled,3 or More,Yes,No
966,0,200 DM or Above,24,No Problem with Current Credits,Retraining,8648,None,<1 Year,"(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,27,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
967,0,No Account,18,Paid Up,Furniture,1345,None,"[1, 4)",Below 20%,Female,None,"[4, 7)",None,26,None,Rented,1,Skilled,3 or More,No,No
968,0,No Account,45,Paid Up,Furniture,1845,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,23,None,Owned,1,Skilled,3 or More,Yes,No
969,0,No Account,21,Other Credits,Other,1647,Above 1000,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,40,Other Banks,Rented,2 or 3,Unskilled Permanent Resident,Less than 3,No,No
970,0,200 DM or Above,48,Paid Up,Retraining,4844,None,Unemployed,"[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,33,None,Free,1,Executive,3 or More,Yes,No
971,0,None,27,Delayed,Retraining,8318,None,Above 7,"(25%, 35%)","Male, Single",None,Above 7,Real Estate,42,Dept. Store,Owned,2 or 3,Executive,3 or More,Yes,No
972,0,Below 200 DM,18,Paid Up,Furniture,2100,None,"[1, 4)",Below 20%,"Male, Married/Widowed",Co-applicant,"[1, 4)",None,37,None,Rented,1,Skilled,3 or More,No,No
973,0,No Account,45,Delayed,Retraining,11816,None,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Life Insurance,29,None,Free,2 or 3,Skilled,3 or More,No,No
974,0,No Account,6,Paid Up,Repair,448,None,<1 Year,Below 20%,"Male, Single",None,Above 7,Car,23,None,Rented,1,Skilled,3 or More,No,No
975,0,No Account,30,Paid Up,Appliances,11998,None,<1 Year,Above 35%,"Male, Divorced",None,<1 Year,Real Estate,34,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,Yes,No
976,0,None,48,Delayed,Business,18424,None,"[1, 4)",Above 35%,"Male, Single",None,"[1, 4)",Car,32,Other Banks,Rented,1,Executive,3 or More,Yes,Yes
977,0,No Account,6,Paid Up,Other,14896,None,Above 7,Above 35%,"Male, Married/Widowed",None,Above 7,Real Estate,68,Other Banks,Rented,1,Executive,3 or More,Yes,No
978,0,None,12,Paid Up,Used Car,2762,Above 1000,Above 7,Above 35%,"Male, Single",None,"[1, 4)",Car,25,None,Rented,1,Skilled,3 or More,Yes,No
979,0,No Account,12,Paid Up,New Car,3386,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,35,None,Owned,1,Skilled,3 or More,Yes,No
980,0,None,24,Paid Up,Furniture,2039,None,<1 Year,Above 35%,Female,None,<1 Year,Car,22,None,Rented,1,Skilled,3 or More,Yes,No
981,0,200 DM or Above,18,No Problem with Current Credits,Retraining,2169,None,"[1, 4)",Below 20%,Female,None,"[1, 4)",Life Insurance,28,None,Rented,1,Skilled,3 or More,Yes,No
982,0,None,48,Previous Credits Paid,Used Car,5096,None,"[1, 4)","(25%, 35%)","Male, Single",None,"[4, 7)",Life Insurance,30,None,Rented,1,Executive,3 or More,Yes,No
983,0,No Account,18,Paid Up,Furniture,1882,None,"[1, 4)",Below 20%,"Male, Single",None,Above 7,Life Insurance,25,Other Banks,Free,2 or 3,Skilled,3 or More,No,No
984,0,No Account,48,Paid Up,Furniture,6999,None,"[4, 7)",Above 35%,Female,Guarantor,<1 Year,None,34,None,Rented,2 or 3,Skilled,3 or More,Yes,No
985,0,200 DM or Above,12,Previous Credits Paid,Retraining,2292,None,Unemployed,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,42,Dept. Store,Rented,2 or 3,Executive,3 or More,Yes,No
986,0,No Account,14,Paid Up,Other,8978,None,Above 7,Above 35%,"Male, Divorced",None,Above 7,Car,45,None,Rented,1,Executive,3 or More,Yes,Yes
987,0,No Account,12,Paid Up,Furniture,674,Below 100 DM,"[4, 7)",Below 20%,Female,None,<1 Year,Car,20,None,Rented,1,Skilled,3 or More,No,No
988,0,No Account,18,Paid Up,Other,976,None,<1 Year,Above 35%,"Male, Single",None,"[1, 4)",Life Insurance,23,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
989,0,None,24,Paid Up,Other,2718,None,"[1, 4)","[20%, 25%)","Male, Single",None,Above 7,Car,20,None,Free,1,Unskilled Permanent Resident,3 or More,Yes,No
990,0,No Account,18,Paid Up,Repair,750,None,Unemployed,Below 20%,"Male, Single",None,<1 Year,None,27,None,Rented,1,"Unemployed, unskilled",3 or More,No,No
991,0,None,24,Paid Up,New Car,12579,None,Above 7,Below 20%,"Male, Single",None,"[1, 4)",Real Estate,44,None,Owned,1,Executive,3 or More,Yes,No
992,0,No Account,18,Paid Up,New Car,7511,Above 1000,Above 7,Above 35%,"Male, Married/Widowed",None,Above 7,Car,51,None,Owned,1,Skilled,Less than 3,Yes,No
993,0,No Account,18,Previous Credits Paid,Other,3966,None,Above 7,Above 35%,"Male, Single",None,Above 7,None,33,Other Banks,Free,4 or 5,Skilled,3 or More,Yes,No
994,0,No Account,12,Delayed,Furniture,6199,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,28,None,Free,2 or 3,Skilled,3 or More,Yes,No
995,0,No Account,24,Paid Up,Furniture,1987,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,Above 7,None,21,None,Free,1,Unskilled Permanent Resident,Less than 3,No,No
996,0,No Account,24,Paid Up,Other,2303,None,Above 7,Below 20%,"Male, Married/Widowed",Co-applicant,<1 Year,None,45,None,Rented,1,Skilled,3 or More,No,No
997,0,200 DM or Above,21,Previous Credits Paid,Other,12680,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,30,None,Owned,1,Executive,3 or More,Yes,No
998,0,None,12,Paid Up,Furniture,6468,Above 1000,Unemployed,"(25%, 35%)","Male, Married/Widowed",None,<1 Year,Real Estate,52,None,Rented,1,Executive,3 or More,Yes,No
999,0,No Account,30,Paid Up,Used Car,6350,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,31,None,Rented,1,Skilled,3 or More,No,No
